0,0
0,13
0,36
0,37
0,42
0,54
0,58
0,67
0,111
0,114
0,115
0,116
0,118
0,125
0,140
0,142
0,143
0,145
0,199
1,1
1,2
1,7
1,27
1,28
1,78
1,79
1,101
1,107
1,123
1,133
1,135
1,139
1,177
1,183
1,184
2,1
2,2
2,27
2,28
2,49
2,78
2,79
2,85
2,108
2,123
2,129
2,132
2,135
2,177
2,183
3,3
3,4
3,5
3,12
3,15
3,17
3,33
3,38
3,80
3,91
3,136
3,144
3,161
3,188
3,191
3,192
3,193
3,195
4,3
4,4
4,5
4,6
4,12
4,15
4,16
4,17
4,33
4,80
4,91
4,93
4,136
4,138
4,144
4,160
4,187
4,191
4,192
4,193
4,195
5,3
5,4
5,5
5,15
5,16
5,17
5,33
5,38
5,48
5,80
5,91
5,93
5,136
5,144
5,188
5,191
5,192
5,195
6,4
6,6
6,15
6,16
6,33
6,38
6,48
6,91
6,93
6,124
6,136
6,144
6,174
7,1
7,7
7,11
7,27
7,28
7,45
7,79
7,85
7,92
7,106
7,107
7,108
7,110
7,123
7,132
7,135
7,153
7,177
7,179
7,201
8,8
8,14
8,59
8,84
8,88
8,151
8,185
8,186
9,9
9,43
9,77
9,81
9,82
9,84
9,88
9,104
9,146
9,151
9,204
10,10
10,31
10,40
10,71
10,73
10,83
10,117
10,122
10,156
10,164
10,176
11,7
11,11
11,28
11,44
11,46
11,55
11,92
11,105
11,106
11,108
11,132
11,152
11,171
11,173
11,178
11,179
12,3
12,4
12,12
12,15
12,17
12,33
12,80
12,127
12,144
12,154
12,155
12,159
12,160
12,161
12,162
12,163
12,187
12,188
12,191
12,192
12,193
12,195
13,0
13,13
13,37
13,51
13,53
13,54
13,58
13,62
13,109
13,111
13,114
13,115
13,116
13,140
13,142
13,143
13,145
13,194
13,199
14,8
14,14
14,34
14,59
14,77
14,84
14,88
14,89
14,130
14,146
14,151
14,185
15,3
15,4
15,5
15,6
15,12
15,15
15,16
15,33
15,38
15,91
15,93
15,136
15,138
15,144
15,187
15,191
15,192
15,193
16,4
16,5
16,6
16,15
16,16
16,23
16,29
16,30
16,33
16,38
16,48
16,64
16,65
16,91
16,93
16,101
16,124
16,133
16,134
16,136
16,138
16,144
16,165
16,166
16,170
16,196
17,3
17,4
17,5
17,12
17,17
17,80
17,136
17,154
17,157
17,160
17,161
17,162
17,187
17,188
17,191
17,192
17,193
17,195
18,18
18,21
18,35
18,50
18,189
18,200
19,19
19,20
19,22
19,32
19,39
19,57
19,68
19,74
19,94
19,96
19,97
19,98
19,103
19,119
19,128
19,154
19,175
19,198
20,19
20,20
20,22
20,32
20,39
20,57
20,68
20,74
20,94
20,96
20,98
20,102
20,103
20,119
20,127
20,155
20,175
20,206
21,18
21,21
21,35
21,50
21,121
21,200
22,19
22,20
22,22
22,32
22,39
22,57
22,68
22,70
22,74
22,94
22,96
22,98
22,102
22,103
22,119
22,175
22,206
23,16
23,23
23,124
23,165
23,170
23,174
24,24
24,37
24,42
24,53
24,54
24,58
24,62
24,95
24,109
24,111
24,114
24,125
24,142
24,145
24,168
24,169
24,171
24,173
25,25
25,56
25,95
25,120
25,123
25,125
25,129
25,139
25,147
26,26
27,1
27,2
27,7
27,27
27,28
27,55
27,78
27,79
27,85
27,105
27,106
27,107
27,108
27,132
27,152
27,171
27,173
27,178
27,183
28,1
28,2
28,7
28,11
28,27
28,28
28,79
28,85
28,107
28,108
28,123
28,132
28,135
28,153
28,177
28,179
28,184
28,201
29,16
29,29
29,30
29,38
29,48
29,64
29,166
29,196
30,16
30,29
30,30
30,48
30,56
30,64
30,65
30,101
30,124
30,138
30,166
30,170
30,196
31,10
31,31
31,83
31,99
31,122
31,156
31,176
32,19
32,20
32,22
32,32
32,39
32,57
32,68
32,94
32,96
32,97
32,98
32,103
32,127
32,154
32,155
32,159
32,163
32,206
33,3
33,4
33,5
33,6
33,12
33,15
33,16
33,33
33,38
33,91
33,93
33,136
33,138
33,144
33,166
33,191
33,192
33,193
33,196
34,14
34,34
34,88
34,89
34,104
34,151
34,182
34,186
34,204
35,18
35,21
35,35
35,50
35,66
35,121
35,126
35,189
35,200
36,0
36,36
36,67
36,115
36,117
36,118
36,140
36,142
36,145
36,199
37,0
37,13
37,24
37,37
37,42
37,54
37,58
37,95
37,111
37,114
37,115
37,125
37,142
37,145
37,168
37,169
38,3
38,5
38,6
38,15
38,16
38,29
38,33
38,38
38,48
38,91
38,93
38,136
38,138
38,144
38,166
38,192
38,196
39,19
39,20
39,22
39,32
39,39
39,57
39,68
39,71
39,74
39,94
39,97
39,98
39,103
39,119
39,175
39,198
40,10
40,40
40,67
40,68
40,70
40,71
40,72
40,83
40,98
40,102
40,103
40,113
40,118
40,122
40,176
40,190
40,205
41,41
41,43
41,76
41,77
41,81
41,82
41,87
41,89
41,100
41,104
41,130
41,131
41,146
41,148
41,197
42,0
42,24
42,37
42,42
42,53
42,54
42,58
42,62
42,95
42,111
42,114
42,125
42,142
42,145
42,168
42,169
42,173
42,194
43,9
43,41
43,43
43,76
43,77
43,81
43,82
43,84
43,88
43,100
43,130
43,131
43,148
43,151
43,158
43,197
43,204
44,11
44,44
44,85
44,108
44,132
44,152
44,178
44,179
44,201
45,7
45,45
45,55
45,153
45,171
45,178
45,179
45,202
45,203
46,11
46,46
46,50
46,92
46,189
47,47
47,52
47,60
47,63
47,69
47,75
47,81
47,113
47,137
47,141
47,164
48,5
48,6
48,16
48,29
48,30
48,38
48,48
48,56
48,64
48,91
48,93
48,101
48,136
48,138
48,166
48,196
49,2
49,49
49,78
49,79
49,101
49,129
49,133
49,134
49,135
49,139
49,147
49,184
50,18
50,21
50,35
50,46
50,50
50,121
50,200
51,13
51,51
51,109
51,112
52,47
52,52
52,69
52,73
52,76
52,137
52,141
52,164
53,13
53,24
53,42
53,53
53,58
53,62
53,95
53,110
53,111
53,112
53,114
53,125
53,167
53,168
53,169
53,201
54,0
54,13
54,24
54,37
54,42
54,54
54,58
54,95
54,111
54,114
54,115
54,125
54,142
54,145
54,168
54,169
55,11
55,27
55,45
55,55
55,66
55,79
55,85
55,92
55,105
55,106
55,108
55,110
55,132
55,152
55,171
55,178
55,179
56,25
56,30
56,48
56,56
56,101
56,133
56,139
56,170
57,19
57,20
57,22
57,32
57,39
57,57
57,68
57,71
57,94
57,97
57,98
57,103
57,175
57,190
57,205
58,0
58,13
58,24
58,37
58,42
58,53
58,54
58,58
58,62
58,109
58,111
58,114
58,116
58,142
58,143
58,167
59,8
59,14
59,59
59,88
59,151
59,182
59,185
59,186
60,47
60,60
60,63
60,69
60,75
60,76
60,81
60,82
60,131
60,137
60,141
60,146
60,158
61,61
61,72
61,113
61,117
61,140
61,141
61,199
62,13
62,24
62,42
62,53
62,58
62,62
62,110
62,114
62,142
62,143
62,167
63,47
63,60
63,63
63,69
63,75
63,76
63,81
63,82
63,131
63,137
63,141
63,146
63,158
64,16
64,29
64,30
64,48
64,64
64,65
64,101
64,134
64,166
64,170
64,196
65,16
65,30
65,64
65,65
65,166
65,170
65,196
66,35
66,55
66,66
66,105
67,0
67,36
67,40
67,67
67,102
67,115
67,117
67,118
67,119
67,140
67,145
67,175
67,199
68,19
68,20
68,22
68,32
68,39
68,40
68,57
68,68
68,70
68,71
68,74
68,96
68,98
68,102
68,103
68,117
68,119
68,175
69,47
69,52
69,60
69,63
69,69
69,72
69,75
69,113
69,137
69,141
69,164
69,190
69,205
70,22
70,40
70,68
70,70
70,71
70,73
70,98
70,102
70,103
70,122
70,164
70,175
70,176
71,10
71,39
71,40
71,57
71,68
71,70
71,71
71,72
71,74
71,102
71,113
71,117
71,119
71,141
71,156
71,175
71,190
71,205
72,40
72,61
72,69
72,71
72,72
72,73
72,74
72,102
72,113
72,117
72,119
72,122
72,140
72,141
72,175
72,176
72,190
72,199
72,205
73,10
73,52
73,70
73,72
73,73
73,102
73,113
73,118
73,137
73,141
73,164
73,190
74,19
74,20
74,22
74,39
74,68
74,71
74,72
74,74
74,94
74,98
74,103
74,119
74,175
74,190
74,205
75,47
75,60
75,63
75,69
75,75
75,81
75,113
75,131
75,137
75,141
75,158
76,41
76,43
76,52
76,60
76,63
76,76
76,77
76,81
76,82
76,84
76,130
76,137
76,197
77,9
77,14
77,41
77,43
77,76
77,77
77,81
77,82
77,84
77,88
77,89
77,130
77,146
77,151
77,172
77,185
77,197
77,204
78,1
78,2
78,27
78,49
78,78
78,79
78,85
78,123
78,129
78,132
78,135
78,147
78,177
78,183
79,1
79,2
79,7
79,27
79,28
79,49
79,55
79,78
79,79
79,85
79,106
79,108
79,132
79,152
79,177
79,178
79,183
80,3
80,4
80,5
80,12
80,17
80,80
80,128
80,136
80,154
80,157
80,160
80,161
80,162
80,163
80,187
80,188
80,191
80,192
80,193
80,195
80,198
81,9
81,41
81,43
81,47
81,60
81,63
81,75
81,76
81,77
81,81
81,82
81,89
81,104
81,130
81,131
81,146
81,158
82,9
82,41
82,43
82,60
82,63
82,76
82,77
82,81
82,82
82,84
82,88
82,130
82,131
82,137
82,146
82,148
82,158
82,197
82,204
83,10
83,31
83,40
83,83
83,90
83,122
83,156
83,176
84,8
84,9
84,14
84,43
84,76
84,77
84,82
84,84
84,88
84,89
84,130
84,146
84,151
84,172
84,185
85,2
85,7
85,27
85,28
85,44
85,55
85,78
85,79
85,85
85,105
85,106
85,107
85,108
85,132
85,152
85,171
85,173
85,177
85,178
86,86
86,87
86,100
86,131
86,146
86,158
86,172
86,180
86,181
87,41
87,86
87,87
87,100
87,130
87,148
87,150
87,172
87,180
87,181
87,197
87,204
88,8
88,9
88,14
88,34
88,43
88,59
88,77
88,82
88,84
88,88
88,89
88,104
88,130
88,146
88,151
88,185
89,14
89,34
89,41
89,77
89,81
89,84
89,88
89,89
89,104
89,151
89,186
89,204
90,83
90,90
90,99
90,122
90,149
91,3
91,4
91,5
91,6
91,15
91,16
91,33
91,38
91,48
91,91
91,93
91,136
91,138
91,144
91,166
91,174
91,192
91,196
92,7
92,11
92,46
92,55
92,92
92,105
92,152
92,171
92,173
92,178
93,4
93,5
93,6
93,15
93,16
93,33
93,38
93,48
93,91
93,93
93,136
93,138
93,144
93,166
93,174
93,191
93,196
94,19
94,20
94,22
94,32
94,39
94,57
94,74
94,94
94,96
94,97
94,119
94,128
94,154
94,157
94,175
94,198
94,206
95,24
95,25
95,37
95,42
95,53
95,54
95,95
95,109
95,111
95,120
95,125
95,139
95,142
95,145
95,167
96,19
96,20
96,22
96,32
96,68
96,94
96,96
96,97
96,98
96,127
96,128
96,154
96,155
96,159
96,160
96,163
96,198
96,206
97,19
97,32
97,39
97,57
97,94
97,96
97,97
97,127
97,128
97,154
97,155
97,157
97,159
97,161
97,162
97,163
97,188
97,198
97,206
98,19
98,20
98,22
98,32
98,39
98,40
98,57
98,68
98,70
98,74
98,96
98,98
98,102
98,103
98,119
98,175
99,31
99,90
99,99
99,149
99,156
100,41
100,43
100,86
100,87
100,100
100,130
100,148
100,150
100,172
100,197
101,1
101,16
101,30
101,48
101,49
101,56
101,64
101,101
101,123
101,133
101,134
101,135
101,138
101,166
101,170
101,196
102,20
102,22
102,40
102,67
102,68
102,70
102,71
102,72
102,73
102,98
102,102
102,103
102,117
102,118
102,119
102,175
102,176
102,190
102,205
103,19
103,20
103,22
103,32
103,39
103,40
103,57
103,68
103,70
103,74
103,98
103,102
103,103
103,117
103,119
103,175
103,176
104,9
104,34
104,41
104,81
104,88
104,89
104,104
104,151
104,186
104,197
105,11
105,27
105,55
105,66
105,85
105,92
105,105
105,106
105,108
105,110
105,132
105,179
106,7
106,11
106,27
106,55
106,79
106,85
106,105
106,106
106,108
106,132
107,1
107,7
107,27
107,28
107,85
107,107
107,110
107,123
107,132
107,171
107,177
107,201
108,2
108,7
108,11
108,27
108,28
108,44
108,55
108,79
108,85
108,105
108,106
108,108
108,132
108,171
108,173
108,178
109,13
109,24
109,51
109,58
109,95
109,109
109,112
109,114
109,125
109,129
109,147
109,168
109,169
110,7
110,53
110,55
110,62
110,105
110,107
110,110
110,125
110,167
110,168
110,169
110,171
110,173
110,178
110,201
111,0
111,13
111,24
111,37
111,42
111,53
111,54
111,58
111,95
111,111
111,114
111,115
111,125
111,142
111,145
111,168
111,169
112,51
112,53
112,109
112,112
112,194
113,40
113,47
113,61
113,69
113,71
113,72
113,73
113,75
113,113
113,117
113,122
113,141
113,164
113,176
113,190
113,205
114,0
114,13
114,24
114,37
114,42
114,53
114,54
114,58
114,62
114,109
114,111
114,114
114,116
114,142
114,143
114,167
115,0
115,13
115,36
115,37
115,54
115,67
